NAME,TYPE,LOCATION,TAG,LAT,LON
카이로스 앙상블 제3회 정기연주회,클래식,종로구,안정감; 감정 자극,37.5806949,126.9827989
김정현 플루트 독주회 ,독주/독창회,종로구,감정 정화; 몰입,37.5806949,126.9827989
[서울시립 북서울미술관] 해커톤 프로젝트 [동시대 회화 진단],교육/체험,노원구,감정 정화; 몰입,37.654,127.0567
하나은행과 함께하는 함신익과 심포니 송 마스터즈 시리즈 VI [영웅들을 추모하며],클래식,송파구,안정감; 감정 자극,37.5145,127.1058
[세종예술아카데미] 퇴근길 미술 한 잔 : 모네에서 앤디워홀까지,교육/체험,종로구,감정 정화; 몰입,37.5806949,126.9827989
[중구문화재단] 뮤지컬 [멤피스],뮤지컬/오페라,중구,감정 정화; 몰입,37.5636559,126.9975097
[어린이 무용 예술교육 프로그램] 꿈틀꿈틀 움직임 놀이터,무용,강남구,감정 정화; 몰입,37.5177,127.0473
박재준 바이올린 독주회,클래식,서초구,안정감; 감정 자극,37.4835,127.0322
[서초문화재단] 22025 국악기 탐구생활 - 6월 프로그램,교육/체험,서초구,감정 정화; 몰입,37.4835,127.0322
퓨전국악의 선두주자 고스트윈드 : 4집 쇼케이스,콘서트,마포구,감정 자극; 에너지 회복,37.566571,126.9015317
제9회 오벌린 동문음악회 ,클래식,종로구,안정감; 감정 자극,37.5806949,126.9827989
남아연 귀국 첼로 독주회,독주/독창회,서초구,감정 정화; 몰입,37.4835,127.0322
이영현 바이올린 독주회,독주/독창회,서대문구,감정 정화; 몰입,37.5790747,126.9367861
[중구문화재단] 연극 [킬 미 나우],연극,중구,감정 정화; 몰입,37.5636559,126.9975097
[구로문화재단] 헨젤과 그레텔,무용,구로구,감정 정화; 몰입,37.4951999,126.8877
본 솔로이스츠 제6회 정기연주회,클래식,서초구,안정감; 감정 자극,37.4835,127.0322
